"not used"|"14203830"|"9816091"
"shallow"|"14203831"|"9816092"
"not used"|"14203832"|"9816093"
"not used"|"14203833"|"9816094"
"shallow"|"14203834"|"9816095"
"not used"|"14203835"|"9816096"
"not used"|"14203836"|"9816097"
"not used"|"14203837"|"9816098"
"not used"|"14203838"|"9816099"
"not used"|"14203839"|"9816100"
"shallow"|"14203840"|"9816101"
"not used"|"14203841"|"9816102"
"not used"|"14203842"|"9816103"
"not used"|"14203843"|"9816104"
"not used"|"14203844"|"9816105"
"not used"|"14203845"|"9816106"
"not used"|"14203846"|"9816107"
"not used"|"14203847"|"9816108"
"not used"|"14203848"|"9816109"
"not used"|"14203849"|"9816110"
"not used"|"14203850"|"9816111"
"not used"|"14203851"|"9816112"
"not used"|"14203852"|"9816113"
"not used"|"14203853"|"9816114"
"not used"|"14203854"|"9816115"
"not used"|"14203855"|"9816116"
"not used"|"14203856"|"9816117"
"not used"|"14203857"|"9816118"
"not used"|"14203858"|"9816119"
"not used"|"14203859"|"9816120"
"not used"|"14203860"|"9816121"
"shallow"|"14203861"|"9816122"
"not used"|"14203862"|"9816123"
"not used"|"14203863"|"9816124"
"not used"|"14203864"|"9816125"
"not used"|"14203865"|"9816126"
"shallow"|"14203866"|"9816127"
"not used"|"14203867"|"9816128"
"not used"|"14203868"|"9816129"
"not used"|"14203869"|"9816130"
"not used"|"14203870"|"9816131"
"not used"|"14203871"|"9816132"
"not used"|"14203872"|"9816133"
"not used"|"14203873"|"9816134"
"not used"|"14203874"|"9816135"
"not used"|"14203875"|"9816136"
"not used"|"14203876"|"9816137"
"not used"|"14203877"|"9816138"
"not used"|"14203878"|"9816139"
"not used"|"14203880"|"9816140"
"shallow"|"14203881"|"9816141"
"not used"|"14203883"|"9816142"
"not used"|"14203884"|"9816143"
"not used"|"14203885"|"9816144"
"not used"|"14203886"|"9816145"
"not used"|"14203887"|"9816146"
"not used"|"14203888"|"9816147"
"not used"|"14203889"|"9816148"
"not used"|"14203890"|"9816149"
"not used"|"14203891"|"9816150"
"not used"|"14203892"|"9816151"
"not used"|"14203893"|"9816152"
"shallow"|"14203894"|"9816153"
"not used"|"14203895"|"9816154"
"shallow"|"14203896"|"9816155"
"not used"|"14203897"|"9816156"
"not used"|"14203898"|"9816157"
"not used"|"14203899"|"9816158"
"not used"|"14203900"|"9816159"
"not used"|"14203901"|"9816160"
"not used"|"14203902"|"9816161"
"not used"|"14203903"|"9816162"
"shallow"|"14203904"|"9816163"
"not used"|"14203905"|"9816164"
"not used"|"14203906"|"9816165"
"not used"|"14203907"|"9816166"
"not used"|"14203908"|"9816167"
"not used"|"14203909"|"9816168"
"not used"|"14203910"|"9816169"
"not used"|"14203911"|"9816170"
